sentence_1,sentence_2,label,tense_sentence_1-tense_sentence_2,aspect_sentence_1-aspect_sentence_2
Google hires Thomas,Google will interview Thomas,0,present simple - future simple,progressive - progressive
Google hires Thomas,Google interviews Thomas,0,present simple - present simple,progressive - progressive
Google hires Thomas,Google interviewed Thomas,1,present simple - past simple,progressive - perfect
Google hired Thomas,Google is interviewing Thomas,0,past simple - present progressive,perfect - progressive
Google hired Thomas,Google was interviewing Thomas,1,past simple - past progressive,perfect - progressive
Google hired Thomas,Google has interviewed Thomas,0,past simple - present perfect,perfect - perfect
Google hired Thomas,Google had interviewed Thomas,1,past simple - past perfect,perfect - perfect
Google hired Thomas,Google will interview Thomas,0,past simple - future simple,perfect - progressive
Google hired Thomas,Google interviews Thomas,0,past simple - present simple,perfect - progressive
Google hired Thomas,Google interviewed Thomas,1,past simple - past simple,perfect - perfect
Google is interviewing Thomas,Google is hiring Thomas,0,present progressive - present progressive,progressive - progressive
Google is interviewing Thomas,Google was hiring Thomas,0,present progressive - past progressive,progressive - progressive
Google is interviewing Thomas,Google has hired Thomas,0,present progressive - present perfect,progressive - perfect
Google is interviewing Thomas,Google had hired Thomas,0,present progressive - past perfect,progressive - perfect
Google is interviewing Thomas,Google will hire Thomas,0,present progressive - future simple,progressive - progressive
Google is interviewing Thomas,Google hires Thomas,0,present progressive - present simple,progressive - progressive
Google is interviewing Thomas,Google hired Thomas,0,present progressive - past simple,progressive - perfect
Google was interviewing Thomas,Google is hiring Thomas,0,past progressive - present progressive,progressive - progressive
Google was interviewing Thomas,Google was hiring Thomas,0,past progressive - past progressive,progressive - progressive
Google was interviewing Thomas,Google has hired Thomas,0,past progressive - present perfect,progressive - perfect
Google was interviewing Thomas,Google had hired Thomas,0,past progressive - past perfect,progressive - perfect
Google was interviewing Thomas,Google will hire Thomas,0,past progressive - future simple,progressive - progressive
Google was interviewing Thomas,Google hires Thomas,0,past progressive - present simple,progressive - progressive
Google was interviewing Thomas,Google hired Thomas,0,past progressive - past simple,progressive - perfect
Google has interviewed Thomas,Google is hiring Thomas,0,present perfect - present progressive,perfect - progressive
Google has interviewed Thomas,Google was hiring Thomas,0,present perfect - past progressive,perfect - progressive
Google has interviewed Thomas,Google has hired Thomas,0,present perfect - present perfect,perfect - perfect
Google has interviewed Thomas,Google had hired Thomas,0,present perfect - past perfect,perfect - perfect
Google has interviewed Thomas,Google will hire Thomas,0,present perfect - future simple,perfect - progressive
Google has interviewed Thomas,Google hires Thomas,0,present perfect - present simple,perfect - progressive
Google has interviewed Thomas,Google hired Thomas,0,present perfect - past simple,perfect - perfect
Google had interviewed Thomas,Google is hiring Thomas,0,past perfect - present progressive,perfect - progressive
Google had interviewed Thomas,Google was hiring Thomas,0,past perfect - past progressive,perfect - progressive
Google had interviewed Thomas,Google has hired Thomas,0,past perfect - present perfect,perfect - perfect
Google had interviewed Thomas,Google had hired Thomas,0,past perfect - past perfect,perfect - perfect
Google had interviewed Thomas,Google will hire Thomas,0,past perfect - future simple,perfect - progressive
Google had interviewed Thomas,Google hires Thomas,0,past perfect - present simple,perfect - progressive
Google had interviewed Thomas,Google hired Thomas,0,past perfect - past simple,perfect - perfect
Google will interview Thomas,Google is hiring Thomas,0,future simple - present progressive,progressive - progressive
Google will interview Thomas,Google was hiring Thomas,0,future simple - past progressive,progressive - progressive
Google will interview Thomas,Google has hired Thomas,0,future simple - present perfect,progressive - perfect
Google will interview Thomas,Google had hired Thomas,0,future simple - past perfect,progressive - perfect
Google will interview Thomas,Google will hire Thomas,0,future simple - future simple,progressive - progressive
Google will interview Thomas,Google hires Thomas,0,future simple - present simple,progressive - progressive
Google will interview Thomas,Google hired Thomas,0,future simple - past simple,progressive - perfect
Google interviews Thomas,Google is hiring Thomas,0,present simple - present progressive,progressive - progressive
Google interviews Thomas,Google was hiring Thomas,0,present simple - past progressive,progressive - progressive
Google interviews Thomas,Google has hired Thomas,0,present simple - present perfect,progressive - perfect
Google interviews Thomas,Google had hired Thomas,0,present simple - past perfect,progressive - perfect
Google interviews Thomas,Google will hire Thomas,0,present simple - future simple,progressive - progressive
Google interviews Thomas,Google hires Thomas,0,present simple - present simple,progressive - progressive
Google interviews Thomas,Google hired Thomas,0,present simple - past simple,progressive - perfect
Google interviewed Thomas,Google is hiring Thomas,0,past simple - present progressive,perfect - progressive
Google interviewed Thomas,Google was hiring Thomas,0,past simple - past progressive,perfect - progressive
Google interviewed Thomas,Google has hired Thomas,0,past simple - present perfect,perfect - perfect
Google interviewed Thomas,Google had hired Thomas,0,past simple - past perfect,perfect - perfect
Google interviewed Thomas,Google will hire Thomas,0,past simple - future simple,perfect - progressive
Google interviewed Thomas,Google hires Thomas,0,past simple - present simple,perfect - progressive
Google interviewed Thomas,Google hired Thomas,0,past simple - past simple,perfect - perfect
John is publishing the documentary,John is filming the documentary,0,present progressive - present progressive,progressive - progressive
John is publishing the documentary,John was filming the documentary,1,present progressive - past progressive,progressive - progressive
John is publishing the documentary,John has filmed the documentary,1,present progressive - present perfect,progressive - perfect
John is publishing the documentary,John had filmed the documentary,1,present progressive - past perfect,progressive - perfect
John is publishing the documentary,John will film the documentary,0,present progressive - future simple,progressive - progressive
John is publishing the documentary,John films the documentary,0,present progressive - present simple,progressive - progressive
John is publishing the documentary,John filmed the documentary,1,present progressive - past simple,progressive - perfect
John was publishing the documentary,John is filming the documentary,0,past progressive - present progressive,progressive - progressive
John was publishing the documentary,John was filming the documentary,1,past progressive - past progressive,progressive - progressive
John was publishing the documentary,John has filmed the documentary,0,past progressive - present perfect,progressive - perfect
John was publishing the documentary,John had filmed the documentary,1,past progressive - past perfect,progressive - perfect
John was publishing the documentary,John will film the documentary,0,past progressive - future simple,progressive - progressive
